OrderID,ProductID,UnitPrice,Quantity,Discount,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,TotalAmount,Year,Month,Quarter,DayOfWeek
10417,46,9.6,2,0.25,SIMOB,4,1997-01-16,1997-02-13,1997-01-28,3,70.29,Simons bistro,Vinb ltet 34,Kobenhavn,,1734,Denmark,14.4,1997,1,1,3
10417,68,10.0,36,0.25,SIMOB,4,1997-01-16,1997-02-13,1997-01-28,3,70.29,Simons bistro,Vinb ltet 34,Kobenhavn,,1734,Denmark,270.0,1997,1,1,3
10417,77,10.4,35,0.0,SIMOB,4,1997-01-16,1997-02-13,1997-01-28,3,70.29,Simons bistro,Vinb ltet 34,Kobenhavn,,1734,Denmark,364.0,1997,1,1,3
10418,2,15.2,60,0.0,QUICK,4,1997-01-17,1997-02-14,1997-01-24,1,17.55,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,912.0,1997,1,1,4
10418,47,7.6,55,0.0,QUICK,4,1997-01-17,1997-02-14,1997-01-24,1,17.55,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,418.0,1997,1,1,4
10418,61,22.8,16,0.0,QUICK,4,1997-01-17,1997-02-14,1997-01-24,1,17.55,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,364.8,1997,1,1,4
10418,74,8.0,15,0.0,QUICK,4,1997-01-17,1997-02-14,1997-01-24,1,17.55,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,120.0,1997,1,1,4
10419,60,27.2,60,0.05000000074505806,RICSU,4,1997-01-20,1997-02-17,1997-01-30,2,137.35,Richter Supermarkt,Starenweg 5,Gen ve,,1204,Switzerland,1550.4,1997,1,1,0
10419,69,28.8,20,0.05000000074505806,RICSU,4,1997-01-20,1997-02-17,1997-01-30,2,137.35,Richter Supermarkt,Starenweg 5,Gen ve,,1204,Switzerland,547.2,1997,1,1,0
10420,9,77.6,20,0.10000000149011612,WELLI,3,1997-01-21,1997-02-18,1997-01-27,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,1396.8,1997,1,1,1
10420,13,4.8,2,0.10000000149011612,WELLI,3,1997-01-21,1997-02-18,1997-01-27,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,8.64,1997,1,1,1
10420,70,12.0,8,0.10000000149011612,WELLI,3,1997-01-21,1997-02-18,1997-01-27,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,86.4,1997,1,1,1
10420,73,12.0,20,0.10000000149011612,WELLI,3,1997-01-21,1997-02-18,1997-01-27,1,44.12,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,216.0,1997,1,1,1
10421,19,7.3,4,0.15000000596046448,QUEDE,8,1997-01-21,1997-03-04,1997-01-27,1,99.23,Que Del cia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,24.82,1997,1,1,1
10421,26,24.9,30,0.0,QUEDE,8,1997-01-21,1997-03-04,1997-01-27,1,99.23,Que Del cia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,747.0,1997,1,1,1
10421,53,26.2,15,0.15000000596046448,QUEDE,8,1997-01-21,1997-03-04,1997-01-27,1,99.23,Que Del cia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,334.05,1997,1,1,1
10421,77,10.4,10,0.15000000596046448,QUEDE,8,1997-01-21,1997-03-04,1997-01-27,1,99.23,Que Del cia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,88.4,1997,1,1,1
10422,26,24.9,2,0.0,FRANS,2,1997-01-22,1997-02-19,1997-01-31,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy,49.8,1997,1,1,2
10423,31,10.0,14,0.0,GOURL,6,1997-01-23,1997-02-06,1997-02-24,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,140.0,1997,1,1,3
10423,59,44.0,20,0.0,GOURL,6,1997-01-23,1997-02-06,1997-02-24,3,24.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,880.0,1997,1,1,3
10424,35,14.4,60,0.20000000298023224,MEREP,7,1997-01-23,1997-02-20,1997-01-27,2,370.61,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,691.2,1997,1,1,3
10424,38,210.8,49,0.20000000298023224,MEREP,7,1997-01-23,1997-02-20,1997-01-27,2,370.61,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,8263.36,1997,1,1,3
10424,68,10.0,30,0.20000000298023224,MEREP,7,1997-01-23,1997-02-20,1997-01-27,2,370.61,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,240.0,1997,1,1,3
10425,55,19.2,10,0.25,LAMAI,6,1997-01-24,1997-02-21,1997-02-14,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,144.0,1997,1,1,4
10425,76,14.4,20,0.25,LAMAI,6,1997-01-24,1997-02-21,1997-02-14,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,216.0,1997,1,1,4
10426,56,30.4,5,0.0,GALED,4,1997-01-27,1997-02-24,1997-02-06,1,18.69,Galer a del gastron mo,"Rambla de Catalu a, 23",Barcelona,,8022,Spain,152.0,1997,1,1,0
10426,64,26.6,7,0.0,GALED,4,1997-01-27,1997-02-24,1997-02-06,1,18.69,Galer a del gastron mo,"Rambla de Catalu a, 23",Barcelona,,8022,Spain,186.2,1997,1,1,0
10427,14,18.6,35,0.0,PICCO,4,1997-01-27,1997-02-24,1997-03-03,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,651.0,1997,1,1,0
10428,46,9.6,20,0.0,REGGC,7,1997-01-28,1997-02-25,1997-02-04,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,192.0,1997,1,1,1
10429,50,13.0,40,0.0,HUNGO,3,1997-01-29,1997-03-12,1997-02-07,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,520.0,1997,1,1,2
10429,63,35.1,35,0.25,HUNGO,3,1997-01-29,1997-03-12,1997-02-07,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,921.38,1997,1,1,2
10430,17,31.2,45,0.20000000298023224,ERNSH,4,1997-01-30,1997-02-13,1997-02-03,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1123.2,1997,1,1,3
10430,21,8.0,50,0.0,ERNSH,4,1997-01-30,1997-02-13,1997-02-03,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,400.0,1997,1,1,3
10430,56,30.4,30,0.0,ERNSH,4,1997-01-30,1997-02-13,1997-02-03,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,912.0,1997,1,1,3
10430,59,44.0,70,0.20000000298023224,ERNSH,4,1997-01-30,1997-02-13,1997-02-03,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,2464.0,1997,1,1,3
10431,17,31.2,50,0.25,BOTTM,4,1997-01-30,1997-02-13,1997-02-07,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,1170.0,1997,1,1,3
10431,40,14.7,50,0.25,BOTTM,4,1997-01-30,1997-02-13,1997-02-07,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,551.25,1997,1,1,3
10431,47,7.6,30,0.25,BOTTM,4,1997-01-30,1997-02-13,1997-02-07,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,171.0,1997,1,1,3
10432,26,24.9,10,0.0,SPLIR,3,1997-01-31,1997-02-14,1997-02-07,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,249.0,1997,1,1,4
10432,54,5.9,40,0.0,SPLIR,3,1997-01-31,1997-02-14,1997-02-07,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,236.0,1997,1,1,4
10433,56,30.4,28,0.0,PRINI,3,1997-02-03,1997-03-03,1997-03-04,3,73.83,Princesa Isabel Vinhos,Estrada da sa de n. 58,Lisboa,,1756,Portugal,851.2,1997,2,1,0
10434,11,16.8,6,0.0,FOLKO,3,1997-02-03,1997-03-03,1997-02-13,2,17.92,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,100.8,1997,2,1,0
10434,76,14.4,18,0.15000000596046448,FOLKO,3,1997-02-03,1997-03-03,1997-02-13,2,17.92,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,220.32,1997,2,1,0
10435,2,15.2,10,0.0,CONSH,8,1997-02-04,1997-03-18,1997-02-07,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,152.0,1997,2,1,1
10435,22,16.8,12,0.0,CONSH,8,1997-02-04,1997-03-18,1997-02-07,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,201.6,1997,2,1,1
10435,72,27.8,10,0.0,CONSH,8,1997-02-04,1997-03-18,1997-02-07,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,278.0,1997,2,1,1
10436,46,9.6,5,0.0,BLONP,3,1997-02-05,1997-03-05,1997-02-11,2,156.66,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,48.0,1997,2,1,2
10436,56,30.4,40,0.10000000149011612,BLONP,3,1997-02-05,1997-03-05,1997-02-11,2,156.66,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,1094.4,1997,2,1,2
10436,64,26.6,30,0.10000000149011612,BLONP,3,1997-02-05,1997-03-05,1997-02-11,2,156.66,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,718.2,1997,2,1,2
10436,75,6.2,24,0.10000000149011612,BLONP,3,1997-02-05,1997-03-05,1997-02-11,2,156.66,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,133.92,1997,2,1,2
10437,53,26.2,15,0.0,WARTH,8,1997-02-05,1997-03-05,1997-02-12,1,19.97,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,393.0,1997,2,1,2
10438,19,7.3,15,0.20000000298023224,TOMSP,3,1997-02-06,1997-03-06,1997-02-14,2,8.24,Toms Spezialit ten,Luisenstr. 48,M nster,,44087,Germany,87.6,1997,2,1,3
10438,34,11.2,20,0.20000000298023224,TOMSP,3,1997-02-06,1997-03-06,1997-02-14,2,8.24,Toms Spezialit ten,Luisenstr. 48,M nster,,44087,Germany,179.2,1997,2,1,3
10438,57,15.6,15,0.20000000298023224,TOMSP,3,1997-02-06,1997-03-06,1997-02-14,2,8.24,Toms Spezialit ten,Luisenstr. 48,M nster,,44087,Germany,187.2,1997,2,1,3
10439,12,30.4,15,0.0,MEREP,6,1997-02-07,1997-03-07,1997-02-10,3,4.07,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,456.0,1997,2,1,4
10439,16,13.9,16,0.0,MEREP,6,1997-02-07,1997-03-07,1997-02-10,3,4.07,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,222.4,1997,2,1,4
10439,64,26.6,6,0.0,MEREP,6,1997-02-07,1997-03-07,1997-02-10,3,4.07,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,159.6,1997,2,1,4
10439,74,8.0,30,0.0,MEREP,6,1997-02-07,1997-03-07,1997-02-10,3,4.07,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,240.0,1997,2,1,4
10440,2,15.2,45,0.15000000596046448,SAVEA,4,1997-02-10,1997-03-10,1997-02-28,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,581.4,1997,2,1,0
10440,16,13.9,49,0.15000000596046448,SAVEA,4,1997-02-10,1997-03-10,1997-02-28,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,578.93,1997,2,1,0
10440,29,99.0,24,0.15000000596046448,SAVEA,4,1997-02-10,1997-03-10,1997-02-28,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,2019.6,1997,2,1,0
10440,61,22.8,90,0.15000000596046448,SAVEA,4,1997-02-10,1997-03-10,1997-02-28,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,1744.2,1997,2,1,0
10441,27,35.1,50,0.0,OLDWO,3,1997-02-10,1997-03-24,1997-03-14,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,1755.0,1997,2,1,0
10442,11,16.8,30,0.0,ERNSH,3,1997-02-11,1997-03-11,1997-02-18,2,47.94,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,504.0,1997,2,1,1
10442,54,5.9,80,0.0,ERNSH,3,1997-02-11,1997-03-11,1997-02-18,2,47.94,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,472.0,1997,2,1,1
10442,66,13.6,60,0.0,ERNSH,3,1997-02-11,1997-03-11,1997-02-18,2,47.94,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,816.0,1997,2,1,1
10443,11,16.8,6,0.20000000298023224,REGGC,8,1997-02-12,1997-03-12,1997-02-14,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,80.64,1997,2,1,2
10443,28,36.4,12,0.0,REGGC,8,1997-02-12,1997-03-12,1997-02-14,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,436.8,1997,2,1,2
10444,17,31.2,10,0.0,BERGS,3,1997-02-12,1997-03-12,1997-02-21,3,3.5,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,312.0,1997,2,1,2
10444,26,24.9,15,0.0,BERGS,3,1997-02-12,1997-03-12,1997-02-21,3,3.5,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,373.5,1997,2,1,2
10444,35,14.4,8,0.0,BERGS,3,1997-02-12,1997-03-12,1997-02-21,3,3.5,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,115.2,1997,2,1,2
10444,41,7.7,30,0.0,BERGS,3,1997-02-12,1997-03-12,1997-02-21,3,3.5,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,231.0,1997,2,1,2
10445,39,14.4,6,0.0,BERGS,3,1997-02-13,1997-03-13,1997-02-20,1,9.3,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,86.4,1997,2,1,3
10445,54,5.9,15,0.0,BERGS,3,1997-02-13,1997-03-13,1997-02-20,1,9.3,Berglunds snabbk p,Berguvsv gen  8,Lule ,,S-958 22,Sweden,88.5,1997,2,1,3
10446,19,7.3,12,0.10000000149011612,TOMSP,6,1997-02-14,1997-03-14,1997-02-19,1,14.68,Toms Spezialit ten,Luisenstr. 48,M nster,,44087,Germany,78.84,1997,2,1,4
10446,24,3.6,20,0.10000000149011612,TOMSP,6,1997-02-14,1997-03-14,1997-02-19,1,14.68,Toms Spezialit ten,Luisenstr. 48,M nster,,44087,Germany,64.8,1997,2,1,4
10446,31,10.0,3,0.10000000149011612,TOMSP,6,1997-02-14,1997-03-14,1997-02-19,1,14.68,Toms Spezialit ten,Luisenstr. 48,M nster,,44087,Germany,27.0,1997,2,1,4
10446,52,5.6,15,0.10000000149011612,TOMSP,6,1997-02-14,1997-03-14,1997-02-19,1,14.68,Toms Spezialit ten,Luisenstr. 48,M nster,,44087,Germany,75.6,1997,2,1,4
10447,19,7.3,40,0.0,RICAR,4,1997-02-14,1997-03-14,1997-03-07,2,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,292.0,1997,2,1,4
10447,65,16.8,35,0.0,RICAR,4,1997-02-14,1997-03-14,1997-03-07,2,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,588.0,1997,2,1,4
10447,71,17.2,2,0.0,RICAR,4,1997-02-14,1997-03-14,1997-03-07,2,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,34.4,1997,2,1,4
10448,26,24.9,6,0.0,RANCH,4,1997-02-17,1997-03-17,1997-02-24,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina,149.4,1997,2,1,0
10448,40,14.7,20,0.0,RANCH,4,1997-02-17,1997-03-17,1997-02-24,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina,294.0,1997,2,1,0
10449,10,24.8,14,0.0,BLONP,3,1997-02-18,1997-03-18,1997-02-27,2,53.3,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,347.2,1997,2,1,1
10449,52,5.6,20,0.0,BLONP,3,1997-02-18,1997-03-18,1997-02-27,2,53.3,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,112.0,1997,2,1,1
10449,62,39.4,35,0.0,BLONP,3,1997-02-18,1997-03-18,1997-02-27,2,53.3,Blondel p re et fils,"24, place Kl ber",Strasbourg,,67000,France,1379.0,1997,2,1,1
10450,10,24.8,20,0.20000000298023224,VICTE,8,1997-02-19,1997-03-19,1997-03-11,2,7.23,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,396.8,1997,2,1,2
10450,54,5.9,6,0.20000000298023224,VICTE,8,1997-02-19,1997-03-19,1997-03-11,2,7.23,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,28.32,1997,2,1,2
10451,55,19.2,120,0.10000000149011612,QUICK,4,1997-02-19,1997-03-05,1997-03-12,3,189.09,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,2073.6,1997,2,1,2
10451,64,26.6,35,0.10000000149011612,QUICK,4,1997-02-19,1997-03-05,1997-03-12,3,189.09,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,837.9,1997,2,1,2
10451,65,16.8,28,0.10000000149011612,QUICK,4,1997-02-19,1997-03-05,1997-03-12,3,189.09,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,423.36,1997,2,1,2
10451,77,10.4,55,0.10000000149011612,QUICK,4,1997-02-19,1997-03-05,1997-03-12,3,189.09,QUICK-Stop,Taucherstra e 10,Cunewalde,,01307,Germany,514.8,1997,2,1,2
10452,28,36.4,15,0.0,SAVEA,8,1997-02-20,1997-03-20,1997-02-26,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,546.0,1997,2,1,3
10452,44,15.5,100,0.05000000074505806,SAVEA,8,1997-02-20,1997-03-20,1997-02-26,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,1472.5,1997,2,1,3
10453,48,10.2,15,0.10000000149011612,AROUT,1,1997-02-21,1997-03-21,1997-02-26,2,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,137.7,1997,2,1,4
10453,70,12.0,25,0.10000000149011612,AROUT,1,1997-02-21,1997-03-21,1997-02-26,2,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,270.0,1997,2,1,4
10454,16,13.9,20,0.20000000298023224,LAMAI,4,1997-02-21,1997-03-21,1997-02-25,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,222.4,1997,2,1,4
10454,33,2.0,20,0.20000000298023224,LAMAI,4,1997-02-21,1997-03-21,1997-02-25,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,32.0,1997,2,1,4
10454,46,9.6,10,0.20000000298023224,LAMAI,4,1997-02-21,1997-03-21,1997-02-25,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,76.8,1997,2,1,4
10455,39,14.4,20,0.0,WARTH,8,1997-02-24,1997-04-07,1997-03-03,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,288.0,1997,2,1,0
10455,53,26.2,50,0.0,WARTH,8,1997-02-24,1997-04-07,1997-03-03,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,1310.0,1997,2,1,0
10455,61,22.8,25,0.0,WARTH,8,1997-02-24,1997-04-07,1997-03-03,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,570.0,1997,2,1,0
10455,71,17.2,30,0.0,WARTH,8,1997-02-24,1997-04-07,1997-03-03,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,516.0,1997,2,1,0
10456,21,8.0,40,0.15000000596046448,KOENE,8,1997-02-25,1997-04-08,1997-02-28,2,8.12,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,272.0,1997,2,1,1
10456,49,16.0,21,0.15000000596046448,KOENE,8,1997-02-25,1997-04-08,1997-02-28,2,8.12,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,285.6,1997,2,1,1
10457,59,44.0,36,0.0,KOENE,2,1997-02-25,1997-03-25,1997-03-03,1,11.57,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,1584.0,1997,2,1,1
10458,26,24.9,30,0.0,SUPRD,7,1997-02-26,1997-03-26,1997-03-04,3,147.06,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,747.0,1997,2,1,2
10458,28,36.4,30,0.0,SUPRD,7,1997-02-26,1997-03-26,1997-03-04,3,147.06,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,1092.0,1997,2,1,2
10458,43,36.8,20,0.0,SUPRD,7,1997-02-26,1997-03-26,1997-03-04,3,147.06,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,736.0,1997,2,1,2
10458,56,30.4,15,0.0,SUPRD,7,1997-02-26,1997-03-26,1997-03-04,3,147.06,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,456.0,1997,2,1,2
10458,71,17.2,50,0.0,SUPRD,7,1997-02-26,1997-03-26,1997-03-04,3,147.06,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,860.0,1997,2,1,2
10459,7,24.0,16,0.05000000074505806,VICTE,4,1997-02-27,1997-03-27,1997-02-28,2,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,364.8,1997,2,1,3
10459,46,9.6,20,0.05000000074505806,VICTE,4,1997-02-27,1997-03-27,1997-02-28,2,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,182.4,1997,2,1,3
10459,72,27.8,40,0.0,VICTE,4,1997-02-27,1997-03-27,1997-02-28,2,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,1112.0,1997,2,1,3
10460,68,10.0,21,0.25,FOLKO,8,1997-02-28,1997-03-28,1997-03-03,1,16.27,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,157.5,1997,2,1,4
10460,75,6.2,4,0.25,FOLKO,8,1997-02-28,1997-03-28,1997-03-03,1,16.27,Folk och f  HB, kergatan 24,Br cke,,S-844 67,Sweden,18.6,1997,2,1,4
10461,21,8.0,40,0.25,LILAS,1,1997-02-28,1997-03-28,1997-03-05,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,240.0,1997,2,1,4
10461,30,20.7,28,0.25,LILAS,1,1997-02-28,1997-03-28,1997-03-05,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,434.7,1997,2,1,4
10461,55,19.2,60,0.25,LILAS,1,1997-02-28,1997-03-28,1997-03-05,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,864.0,1997,2,1,4
10462,13,4.8,1,0.0,CONSH,2,1997-03-03,1997-03-31,1997-03-18,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,4.8,1997,3,1,0
10462,23,7.2,21,0.0,CONSH,2,1997-03-03,1997-03-31,1997-03-18,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK,151.2,1997,3,1,0
10463,19,7.3,21,0.0,SUPRD,5,1997-03-04,1997-04-01,1997-03-06,3,14.78,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,153.3,1997,3,1,1
10463,42,11.2,50,0.0,SUPRD,5,1997-03-04,1997-04-01,1997-03-06,3,14.78,Supr mes d lices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,560.0,1997,3,1,1
10464,4,17.6,16,0.20000000298023224,FURIB,4,1997-03-04,1997-04-01,1997-03-14,2,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,225.28,1997,3,1,1
10464,43,36.8,3,0.0,FURIB,4,1997-03-04,1997-04-01,1997-03-14,2,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,110.4,1997,3,1,1
10464,56,30.4,30,0.20000000298023224,FURIB,4,1997-03-04,1997-04-01,1997-03-14,2,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,729.6,1997,3,1,1
10464,60,27.2,20,0.0,FURIB,4,1997-03-04,1997-04-01,1997-03-14,2,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,544.0,1997,3,1,1
10465,24,3.6,25,0.0,VAFFE,1,1997-03-05,1997-04-02,1997-03-14,3,145.04,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,90.0,1997,3,1,2
10465,29,99.0,18,0.10000000149011612,VAFFE,1,1997-03-05,1997-04-02,1997-03-14,3,145.04,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,1603.8,1997,3,1,2
10465,40,14.7,20,0.0,VAFFE,1,1997-03-05,1997-04-02,1997-03-14,3,145.04,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,294.0,1997,3,1,2
10465,45,7.6,30,0.10000000149011612,VAFFE,1,1997-03-05,1997-04-02,1997-03-14,3,145.04,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,205.2,1997,3,1,2
10465,50,13.0,25,0.0,VAFFE,1,1997-03-05,1997-04-02,1997-03-14,3,145.04,Vaffeljernet,Smagsloget 45, rhus,,8200,Denmark,325.0,1997,3,1,2
10466,11,16.8,10,0.0,COMMI,4,1997-03-06,1997-04-03,1997-03-13,1,11.93,Com rcio Mineiro,"Av. dos Lus adas, 23",Sao Paulo,SP,05432-043,Brazil,168.0,1997,3,1,3
10466,46,9.6,5,0.0,COMMI,4,1997-03-06,1997-04-03,1997-03-13,1,11.93,Com rcio Mineiro,"Av. dos Lus adas, 23",Sao Paulo,SP,05432-043,Brazil,48.0,1997,3,1,3
10467,24,3.6,28,0.0,MAGAA,8,1997-03-06,1997-04-03,1997-03-11,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,100.8,1997,3,1,3
